0.000000	0.320760	-0.150480	0.198000	-1.069200
2.000000	0.336600	-0.150480	0.221760	-1.108800
4.000000	0.352440	-0.174240	0.221760	-1.116720
6.000000	0.376200	-0.170280	0.221760	-1.116720
8.000000	0.364320	-0.154440	0.241560	-1.168200
10.000000	0.380160	-0.138600	0.249480	-1.184040
12.000000	0.380160	-0.142560	0.237600	-1.144440
14.000000	0.384120	-0.118800	0.229680	-1.108800
16.000000	0.380160	-0.122760	0.241560	-1.156320
18.000000	0.380160	-0.126720	0.241560	-1.160280
20.000000	0.447480	-0.162360	0.237600	-1.120680
22.000000	0.443520	-0.158400	0.229680	-1.112760
24.000000	0.439560	-0.162360	0.245520	-1.172160
26.000000	0.415800	-0.150480	0.233640	-1.124640
28.000000	0.427680	-0.158400	0.253440	-1.184040
30.000000	0.419760	-0.166320	0.261360	-1.180080
32.000000	0.415800	-0.142560	0.261360	-1.160280
34.000000	0.411840	-0.158400	0.253440	-1.144440
36.000000	0.407880	-0.170280	0.253440	-1.172160
38.000000	0.399960	-0.178200	0.225720	-1.120680
40.000000	0.431640	-0.166320	0.261360	-1.188000
42.000000	0.427680	-0.158400	0.249480	-1.271160
44.000000	0.423720	-0.162360	0.253440	-1.255320
46.000000	0.423720	-0.138600	0.245520	-1.267200
48.000000	0.423720	-0.138600	0.233640	-1.275120
50.000000	0.415800	-0.138600	0.225720	-1.231560
52.000000	0.399960	-0.130680	0.237600	-1.255320
54.000000	0.392040	-0.122760	0.225720	-1.259280
56.000000	0.384120	-0.142560	0.213840	-1.263240
58.000000	0.368280	-0.162360	0.194040	-1.223640
60.000000	0.376200	-0.138600	0.201960	-1.251360
62.000000	0.368280	-0.150480	0.213840	-1.279080
64.000000	0.380160	-0.146520	0.221760	-1.263240
66.000000	0.376200	-0.154440	0.209880	-1.318680
68.000000	0.372240	-0.162360	0.198000	-1.231560
70.000000	0.368280	-0.154440	0.209880	-1.267200
72.000000	0.368280	-0.150480	0.221760	-1.306800
74.000000	0.368280	-0.154440	0.194040	-1.310760
76.000000	0.364320	-0.158400	0.178200	-1.314720
78.000000	0.356400	-0.166320	0.182160	-1.302840
80.000000	0.372240	-0.154440	0.174240	-1.322640
82.000000	0.352440	-0.162360	0.182160	-1.326600
84.000000	0.332640	-0.166320	0.158400	-1.271160
86.000000	0.336600	-0.150480	0.150480	-1.290960
88.000000	0.320760	-0.158400	0.150480	-1.302840
90.000000	0.312840	-0.174240	0.118800	-1.346400
92.000000	0.328680	-0.178200	0.110880	-1.386000
94.000000	0.328680	-0.158400	0.138600	-1.346400
96.000000	0.344520	-0.170280	0.130680	-1.382040
98.000000	0.320760	-0.154440	0.158400	-1.386000
100.000000	0.336600	-0.182160	0.166320	-1.401840
102.000000	0.328680	-0.205920	0.142560	-1.318680
104.000000	0.328680	-0.182160	0.150480	-1.362240
106.000000	0.344520	-0.162360	0.158400	-1.354320
108.000000	0.336600	-0.182160	0.146520	-1.358280
110.000000	0.332640	-0.174240	0.174240	-1.429560
112.000000	0.336600	-0.170280	0.174240	-1.413720
114.000000	0.332640	-0.170280	0.154440	-1.401840
116.000000	0.352440	-0.174240	0.146520	-1.429560
118.000000	0.360360	-0.154440	0.146520	-1.397880
120.000000	0.372240	-0.170280	0.130680	-1.370160
122.000000	0.364320	-0.134640	0.146520	-1.401840
124.000000	0.364320	-0.142560	0.138600	-1.405800
126.000000	0.364320	-0.142560	0.130680	-1.413720
128.000000	0.372240	-0.138600	0.134640	-1.417680
130.000000	0.360360	-0.138600	0.083160	-1.366200
132.000000	0.364320	-0.134640	0.106920	-1.425600
134.000000	0.368280	-0.182160	0.099000	-1.366200
136.000000	0.380160	-0.150480	0.126720	-1.389960
138.000000	0.388080	-0.122760	0.178200	-1.401840
140.000000	0.348480	-0.130680	0.146520	-1.413720
142.000000	0.352440	-0.142560	0.106920	-1.421640
144.000000	0.336600	-0.194040	0.126720	-1.413720
146.000000	0.328680	-0.178200	0.118800	-1.409760
148.000000	0.332640	-0.166320	0.122760	-1.378080
150.000000	0.332640	-0.182160	0.118800	-1.346400
152.000000	0.344520	-0.190080	0.110880	-1.346400
154.000000	0.332640	-0.182160	0.110880	-1.397880
156.000000	0.352440	-0.186120	0.102960	-1.393920
158.000000	0.348480	-0.217800	0.091080	-1.389960
160.000000	0.340560	-0.209880	0.118800	-1.405800
162.000000	0.384120	-0.213840	0.142560	-1.417680
164.000000	0.348480	-0.225720	0.126720	-1.370160
166.000000	0.348480	-0.221760	0.114840	-1.314720
168.000000	0.368280	-0.217800	0.134640	-1.378080
170.000000	0.368280	-0.213840	0.174240	-1.382040
172.000000	0.384120	-0.229680	0.154440	-1.378080
174.000000	0.368280	-0.194040	0.186120	-1.413720
176.000000	0.392040	-0.213840	0.182160	-1.386000
178.000000	0.423720	-0.205920	0.170280	-1.386000
180.000000	0.384120	-0.205920	0.194040	-1.374120
182.000000	0.407880	-0.170280	0.205920	-1.318680
184.000000	0.423720	-0.178200	0.194040	-1.271160
186.000000	0.423720	-0.130680	0.174240	-1.199880
188.000000	0.439560	-0.126720	0.186120	-1.215720
190.000000	0.411840	-0.158400	0.182160	-1.172160
192.000000	0.403920	-0.118800	0.209880	-1.172160
194.000000	0.427680	-0.087120	0.182160	-1.156320
196.000000	0.427680	-0.095040	0.205920	-1.172160
198.000000	0.427680	-0.055440	0.174240	-1.160280
200.000000	0.439560	-0.067320	0.186120	-1.180080
202.000000	0.431640	-0.075240	0.190080	-1.152360
204.000000	0.447480	-0.075240	0.201960	-1.176120
206.000000	0.431640	-0.075240	0.178200	-1.116720
208.000000	0.411840	-0.063360	0.178200	-1.092960
210.000000	0.419760	-0.059400	0.194040	-1.140480
212.000000	0.392040	-0.067320	0.190080	-1.116720
214.000000	0.396000	-0.079200	0.194040	-1.144440
216.000000	0.392040	-0.102960	0.178200	-1.148400
218.000000	0.392040	-0.106920	0.174240	-1.144440
220.000000	0.388080	-0.110880	0.142560	-1.140480
222.000000	0.384120	-0.114840	0.154440	-1.116720
224.000000	0.376200	-0.118800	0.142560	-1.164240
226.000000	0.372240	-0.122760	0.110880	-1.148400
228.000000	0.348480	-0.166320	0.130680	-1.227600
230.000000	0.344520	-0.198000	0.087120	-1.195920
232.000000	0.344520	-0.217800	0.122760	-1.239480
234.000000	0.320760	-0.217800	0.095040	-1.231560
236.000000	0.316800	-0.213840	0.087120	-1.227600
238.000000	0.332640	-0.261360	0.114840	-1.322640
240.000000	0.352440	-0.265320	0.126720	-1.350360
242.000000	0.348480	-0.261360	0.102960	-1.350360
244.000000	0.364320	-0.261360	0.110880	-1.338480
246.000000	0.348480	-0.261360	0.071280	-1.255320
248.000000	0.348480	-0.261360	0.087120	-1.243440
250.000000	0.344520	-0.261360	0.079200	-1.302840
252.000000	0.332640	-0.281160	0.071280	-1.358280
254.000000	0.320760	-0.300960	0.087120	-1.346400
256.000000	0.328680	-0.308880	0.102960	-1.393920
258.000000	0.308880	-0.312840	0.114840	-1.437480
260.000000	0.312840	-0.273240	0.134640	-1.477080
262.000000	0.308880	-0.285120	0.087120	-1.461240
264.000000	0.304920	-0.281160	0.126720	-1.528560
266.000000	0.308880	-0.281160	0.091080	-1.433520
268.000000	0.304920	-0.304920	0.095040	-1.465200
270.000000	0.304920	-0.293040	0.099000	-1.492920
272.000000	0.304920	-0.297000	0.114840	-1.516680
274.000000	0.320760	-0.285120	0.079200	-1.465200
276.000000	0.332640	-0.285120	0.099000	-1.548360
278.000000	0.324720	-0.281160	0.122760	-1.512720
280.000000	0.328680	-0.277200	0.122760	-1.568160
282.000000	0.324720	-0.273240	0.126720	-1.627560
284.000000	0.332640	-0.249480	0.122760	-1.611720
286.000000	0.336600	-0.229680	0.118800	-1.595880
288.000000	0.356400	-0.194040	0.134640	-1.496880
290.000000	0.368280	-0.186120	0.134640	-1.477080
292.000000	0.388080	-0.190080	0.110880	-1.465200
294.000000	0.388080	-0.209880	0.110880	-1.366200
296.000000	0.384120	-0.233640	0.150480	-1.417680
298.000000	0.384120	-0.221760	0.126720	-1.401840
300.000000	0.384120	-0.221760	0.126720	-1.417680
302.000000	0.388080	-0.221760	0.134640	-1.421640
304.000000	0.372240	-0.217800	0.130680	-1.386000
306.000000	0.380160	-0.201960	0.126720	-1.346400
308.000000	0.380160	-0.190080	0.138600	-1.382040
310.000000	0.403920	-0.213840	0.142560	-1.350360
312.000000	0.399960	-0.205920	0.138600	-1.322640
314.000000	0.415800	-0.198000	0.130680	-1.342440
316.000000	0.427680	-0.217800	0.178200	-1.334520
318.000000	0.431640	-0.198000	0.186120	-1.322640
320.000000	0.427680	-0.217800	0.178200	-1.338480
322.000000	0.431640	-0.213840	0.213840	-1.318680
324.000000	0.427680	-0.209880	0.201960	-1.314720
326.000000	0.435600	-0.194040	0.213840	-1.322640
328.000000	0.435600	-0.194040	0.209880	-1.283040
330.000000	0.439560	-0.190080	0.233640	-1.298880
332.000000	0.443520	-0.190080	0.221760	-1.318680
334.000000	0.467280	-0.182160	0.221760	-1.267200
336.000000	0.467280	-0.198000	0.261360	-1.386000
338.000000	0.467280	-0.213840	0.261360	-1.350360
340.000000	0.459360	-0.201960	0.257400	-1.318680
342.000000	0.467280	-0.213840	0.249480	-1.322640
344.000000	0.455400	-0.225720	0.253440	-1.290960
346.000000	0.455400	-0.233640	0.265320	-1.283040
348.000000	0.451440	-0.217800	0.277200	-1.378080
350.000000	0.447480	-0.225720	0.285120	-1.370160
352.000000	0.471240	-0.229680	0.297000	-1.382040
354.000000	0.471240	-0.209880	0.281160	-1.401840
356.000000	0.467280	-0.221760	0.273240	-1.366200
358.000000	0.459360	-0.229680	0.261360	-1.334520
360.000000	0.455400	-0.229680	0.281160	-1.429560
362.000000	0.427680	-0.229680	0.281160	-1.421640
364.000000	0.427680	-0.233640	0.273240	-1.413720
366.000000	0.411840	-0.229680	0.289080	-1.477080
368.000000	0.431640	-0.233640	0.257400	-1.441440
370.000000	0.427680	-0.253440	0.285120	-1.386000
372.000000	0.427680	-0.221760	0.289080	-1.453320
374.000000	0.427680	-0.217800	0.261360	-1.393920
376.000000	0.427680	-0.233640	0.237600	-1.326600
378.000000	0.403920	-0.225720	0.253440	-1.397880
380.000000	0.407880	-0.221760	0.253440	-1.397880
382.000000	0.415800	-0.249480	0.217800	-1.362240
384.000000	0.388080	-0.229680	0.233640	-1.449360
386.000000	0.396000	-0.217800	0.221760	-1.417680
388.000000	0.399960	-0.229680	0.213840	-1.386000
390.000000	0.396000	-0.225720	0.166320	-1.374120
392.000000	0.399960	-0.233640	0.174240	-1.378080
394.000000	0.392040	-0.221760	0.154440	-1.322640
396.000000	0.384120	-0.229680	0.138600	-1.263240
398.000000	0.380160	-0.201960	0.134640	-1.267200
400.000000	0.380160	-0.217800	0.146520	-1.290960
